time,tok,code,aligned,homed,ms,U_before,U_after,U_res,U_idx,U_err,R_before,R_after,R_res,R_idx,R_err,F_before,F_after,F_res,F_idx,F_err,D_before,D_after,D_res,D_idx,D_err,L_before,L_after,L_res,L_idx,L_err,B_before,B_after,B_res,B_idx,B_err
1787464481.408,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464481.546,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464481.683,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464481.821,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464481.958,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464482.096,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1234,1,0,-18
1787464482.234,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1234,1,0,-18
1787464482.370,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464482.509,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1234,1,0,-18
1787464482.646,U,0,1,-,119.0,3135,2118,7,1,-4,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464482.783,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464482.921,U',0,1,-,119.0,3134,61,-1,3,-3,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1250,1250,0,0,-1,1234,1233,-1,0,-19
1787464483.058,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464483.196,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464483.335,U',0,1,-,119.0,2123,3132,-15,2,0,1091,1090,-1,0,-1,674,674,0,3,-7,3501,3501,0,2,-2,1249,1249,0,0,-2,1233,1233,0,0,-19
1787464483.471,U',0,1,-,119.0,3135,61,-2,3,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1250,1250,0,0,-1,1233,1233,0,0,-19
1787464483.608,U,0,1,-,119.0,63,3131,-4,2,-1,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
1787464483.746,U,0,1,-,119.0,3135,2119,8,1,-3,1091,1090,-1,0,-1,674,673,-1,3,-8,3501,3501,0,2,-2,1249,1250,1,0,-1,1233,1233,0,0,-19
